일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),"Label(Swell : 1, non-Swell : 0)"
42175.91667,18.8,0.6,0.5,0.3,5.5,0
42175.95833,18.9,0.6,0.5,0.3,5.6,0
42176,18.9,0.6,0.4,0.3,5.7,0
42176.04167,18.8,0.6,0.4,0.3,5.6,0
42176.08333,18.9,0.6,0.4,0.3,5.4,0
42176.125,18.9,0.6,0.4,0.3,5.5,0
42176.16667,18.9,0.6,0.4,0.3,5.2,0
42176.20833,19,0.6,0.4,0.2,5.1,0
42176.25,18.9,0.5,0.4,0.3,5.3,0
42176.29167,18.9,0.5,0.4,0.2,5.1,0
42176.33333,19,0.5,0.5,0.3,5.5,0
42176.375,19.1,0.6,0.4,0.2,5.3,0
42176.41667,19,0.5,0.4,0.2,5.2,0
42176.45833,18.9,0.5,0.3,0.2,5.4,0
42176.5,18.8,0.4,0.3,0.2,5,0
42176.54167,19.3,0.4,0.3,0.2,5.2,0
42176.58333,20.1,0.4,0.3,0.2,4.6,0
42176.625,18.8,0.4,0.3,0.2,5,0
42176.66667,20.2,0.4,0.3,0.2,5.1,0
42176.70833,20.4,0.4,0.3,0.2,4.5,0
42176.75,20,0.4,0.3,0.2,4.4,0
42176.79167,19.6,0.4,0.3,0.2,4.6,0
42176.83333,19.5,0.3,0.3,0.2,4.5,0
42176.875,19.5,0.4,0.2,0.2,4.5,0
42176.91667,19.3,0.3,0.2,0.1,4.7,0
42176.95833,19.7,0.4,0.2,0.2,4.6,0
42177,19.4,0.5,0.3,0.2,4.1,0
42177.04167,19.3,0.4,0.2,0.1,4.8,0
42177.08333,19.3,0.3,0.2,0.2,4.6,0
42177.125,19.3,0.3,0.2,0.1,4.6,0
42177.16667,19.7,0.3,0.2,0.1,4.3,0
42177.20833,19.6,0.3,0.2,0.1,4.3,0
42177.25,19.4,0.4,0.2,0.2,3.8,0
42177.29167,19.3,0.3,0.2,0.1,3.8,0
42177.33333,19.3,0.3,0.2,0.1,4.1,0
42177.375,19.7,0.3,0.2,0.1,4.4,0
42177.41667,19.6,0.3,0.2,0.1,3.8,0
42177.45833,19.7,0.5,0.3,0.2,3.1,0
42177.5,19.5,0.6,0.4,0.3,3,0
42177.54167,19.5,0.6,0.4,0.3,2.9,0
42177.58333,19.7,0.7,0.5,0.3,3,0
42177.625,20,0.9,0.6,0.4,3,0
42177.66667,19.9,0.9,0.7,0.5,3.3,0
42177.70833,19.9,1,0.7,0.5,3.3,0
42177.75,19.8,1,0.7,0.5,3.3,0
42177.79167,19.7,1.3,0.8,0.5,3.6,0
42177.83333,19.5,1.2,0.8,0.6,3.7,0
42177.875,19.5,1.1,0.8,0.5,3.8,0
42177.91667,19.6,1.1,0.8,0.5,3.6,0
42177.95833,19.6,1,0.7,0.4,3.6,0
42178,19.4,0.8,0.6,0.4,3.5,0
42179.32292,22,0,0,0,0,0
42179.375,,,,,,0
42179.41667,19.4,0.2,0.2,0.1,3.3,0
42179.45833,19.5,0.3,0.2,0.1,3.3,0
42179.5,19.7,0.3,0.2,0.1,3.3,0
42179.54167,19.9,0.2,0.2,0.1,3.8,0
42179.58333,20.4,0.3,0.2,0.1,4.1,0
42179.625,20.3,0.3,0.2,0.1,3.5,0
42179.66667,20.5,0.4,0.3,0.2,3.3,0
42179.70833,20.3,0.4,0.3,0.2,3.3,0
42179.75,20.6,0.4,0.3,0.2,3.6,0
42179.79167,20.5,0.4,0.3,0.2,3.7,0
42179.83333,21,0.4,0.3,0.2,3.8,0
42179.875,20.5,0.4,0.3,0.2,3.8,0
42179.91667,20.5,0.4,0.3,0.2,4.1,0
42179.95833,20.4,0.5,0.3,0.2,4.5,0
42180,20.1,0.5,0.3,0.2,4.6,0
42180.04167,20.1,0.4,0.3,0.2,4.4,0
42180.08333,20.1,0.5,0.3,0.2,4.8,0
42180.125,20,0.6,0.4,0.3,4.9,0
42180.16667,20.3,0.7,0.5,0.3,4.7,0
42180.20833,20.2,0.7,0.5,0.3,4.8,0
42180.25,20.4,0.8,0.6,0.4,4.6,0
42180.29167,20.3,0.8,0.6,0.4,4.7,0
42180.33333,20.3,0.8,0.6,0.4,4.7,0
42180.375,20.6,0.9,0.5,0.3,4.8,0
42180.41667,20.7,0.8,0.6,0.4,5,0
42180.45833,20.8,0.8,0.6,0.4,5,0
42180.5,20.8,0.9,0.6,0.4,4.7,0
42180.54167,20.8,0.9,0.6,0.4,4.8,0
42180.58333,20.8,0.8,0.6,0.4,4.6,0
42180.625,20.9,0.8,0.6,0.4,4.8,0
42180.66667,20.8,0.7,0.6,0.4,4.6,0
42180.70833,20.7,0.9,0.6,0.4,4.5,0
42180.75,20.9,0.9,0.6,0.4,4.4,0
42180.79167,20.9,0.7,0.6,0.3,4.4,0
42180.83333,20.9,0.6,0.5,0.3,4.3,0
42180.875,20.8,0.8,0.5,0.3,4.2,0
42180.91667,20.4,0.6,0.5,0.3,4.3,0
42180.95833,20.3,0.7,0.5,0.3,4.2,0
42181,20.2,0.8,0.5,0.3,4.4,0
42181.04167,20.1,0.8,0.6,0.4,4.1,0
42181.08333,20.1,0.9,0.7,0.4,4.2,0
42181.125,19.9,1,0.7,0.5,4.1,0
42181.16667,19.7,1.1,0.8,0.5,4.3,0
42181.20833,19.6,1.2,0.9,0.6,4.3,0
42181.25,19.5,1.4,0.9,0.6,4.5,0
42181.29167,19.4,1.3,0.9,0.6,4.6,0
42181.33333,19.7,1.5,1,0.6,4.6,0
42181.375,20.2,1.5,0.9,0.6,4.9,0
42181.41667,20.3,1.5,1.1,0.7,5.1,0
42181.45833,20,1.7,1.1,0.7,5.2,0
42181.5,20.2,1.5,1.1,0.7,5.5,0
42181.54167,20.1,1.5,1.1,0.7,5.8,0
42181.58333,20.1,1.8,1.2,0.8,5.8,0
42181.625,19.8,1.6,1.2,0.7,5.9,0
42181.66667,19.8,1.5,1.1,0.7,5.8,0
42181.70833,19.7,1.5,1,0.6,5.8,0
42181.75,19.6,1.5,1,0.6,5.9,0
42181.79167,19.4,1.4,1.1,0.7,5.2,0
42181.83333,19.5,1.5,1,0.6,5.6,0
42181.875,19.7,1.2,0.9,0.5,5.3,0
42181.91667,19.4,1.3,0.9,0.5,5.9,0
42181.95833,19.3,1.4,1,0.6,6.5,0
42182,19.3,1.4,1,0.6,7.2,
42182.04167,19.3,1.7,1.1,0.6,7.3,
42182.08333,19.3,1.8,1.6,1,7.6,
42182.125,19.3,2.1,1.4,0.9,6.8,
42182.16667,20.2,2,1.6,1,6.8,
42182.25,20.1,2.7,2,1.2,7.5,
42182.29167,20,2.8,2.1,1.3,7.7,
42182.33333,20,2.4,2,1.3,8.2,
42182.375,19.9,2.5,2.1,1.4,8,
42182.41667,20,3.5,2.1,1.2,7.9,
42182.45833,20.1,2.6,2.2,1.4,8.2,
42182.5,20.1,2.4,1.9,1.2,7.8,
42182.54167,20.1,2.7,2,1.2,8.3,
42182.58333,20.2,2.8,1.9,1.2,8,
42182.625,20.2,2.6,1.9,1.2,8.3,
42182.66667,20.2,2.5,1.8,1.1,7.6,
42182.70833,20,2.3,1.7,1,7.8,
42182.75,19.6,2.5,1.8,1.1,7.9,
42182.79167,19.7,2.1,1.6,1,7.3,
42182.83333,19.7,2.6,1.7,1,7.7,
42182.875,19.9,2.4,1.8,1.2,8.1,
42182.91667,19.8,2.8,2.1,1.3,8.7,
42182.95833,19.4,2.7,1.9,1.2,8.5,
42183,19.4,2.9,2,1.1,8.6,0
42183.04167,19.9,3,2.7,1.5,9.5,0
42183.08333,20,3.2,2.2,1.3,8.6,0
42183.125,20,2.8,2.2,1.3,8.5,0
42183.16667,20,2.1,1.9,1.2,8.5,0
42183.20833,19.9,2.6,2,1.2,8.8,0
42183.25,19.9,2.9,1.8,1.2,8.8,0
42183.29167,19.9,2.7,2,1.3,8.6,1
42183.33333,19.7,2.2,1.8,1.2,9,1
42183.375,19.7,2.6,2,1.2,9.4,1
42183.41667,19.7,2.2,1.8,1.1,9.2,1
42183.45833,19.8,2.5,1.9,1.1,9.3,1
42183.5,19.8,2.5,2.1,1.3,9.8,1
42183.54167,19.8,2.2,1.8,1.1,9.5,1
42183.58333,19.9,2.8,1.9,1.1,9.8,1
42183.625,19.9,2.4,2,1.2,9.4,1
42183.66667,20,2.4,1.9,1.1,9,1
42183.70833,20,3,2.1,1.3,9.7,1
42183.75,20.1,3,2.1,1.2,9.4,1
42183.79167,20.1,2.7,2.2,1.4,9.7,0
42183.83333,20.1,2.4,2,1.2,9.2,0
42183.875,20,3,2.2,1.3,9.3,1
42183.91667,20,2.4,2,1.3,8.9,1
42183.95833,19.9,2.4,2,1.3,8.9,1
42184,20,2.9,2,1.2,8.3,1
42184.04167,20,2.3,1.9,1.2,8.7,1
42184.08333,20,2.1,1.8,1.1,9,1
42184.125,19.9,2,1.7,1.1,9.4,1
42184.16667,19.9,2,1.4,0.8,8.4,1
42184.20833,19.9,1.8,1.4,0.9,8.5,1
42184.25,19.9,2.1,1.3,0.8,8.1,1
42184.29167,19.9,1.9,1.4,0.9,8.5,1
42184.33333,19.9,1.8,1.4,0.9,9.2,1
42184.375,20,1.6,1.3,0.8,8.9,1
42184.41667,20,1.6,1.3,0.8,9,1
42184.45833,20.2,1.7,1.3,0.8,8.9,1
42184.5,20.3,1.7,1.3,0.7,8.4,1
42184.54167,20.3,1.5,1.2,0.7,8.2,1
42184.58333,20.5,1.7,1.1,0.7,7.6,1
42184.625,20.4,1.6,1.3,0.8,8,1
42184.66667,20.5,1.8,1.3,0.8,8.3,1
42184.70833,20.6,1.7,1.3,0.8,8,1
42184.75,20.6,1.9,1.3,0.8,8.1,1
42184.79167,20.5,1.8,1.3,0.8,7.9,0
42184.83333,20.5,1.6,1.1,0.7,7.3,0
42184.875,20.5,1.7,1.2,0.7,7.1,0
42184.91667,20.4,1.6,1.1,0.7,7,0
42184.95833,20.3,1.4,1,0.6,6.5,0
42185,20.3,1.3,0.9,0.6,5.8,0
42185.04167,20.3,1,0.8,0.5,5.7,0
42185.08333,20.1,1.1,0.8,0.5,5.9,0
42185.125,20.3,1.2,0.8,0.5,6,0
42185.16667,20.2,1,0.7,0.5,6,0
42185.20833,20.1,0.9,0.7,0.4,5.7,0
42185.25,20.2,1,0.6,0.4,6.2,0
42185.29167,20.3,0.8,0.6,0.4,6.7,0
42185.33333,20.3,0.9,0.6,0.4,6.9,0
42185.375,20.5,0.9,0.6,0.4,6.3,0
42185.41667,20.5,0.8,0.6,0.4,6.3,0
42185.45833,20.6,0.7,0.6,0.4,5.6,0
42185.5,20.7,0.8,0.6,0.4,6.3,0
42185.54167,20.5,0.7,0.5,0.3,6.2,0
42185.58333,20.6,0.8,0.6,0.4,6.5,0
42185.625,20.7,0.7,0.6,0.3,6.1,0
42185.66667,20.6,0.7,0.5,0.3,5.8,0
42185.70833,20.5,0.6,0.5,0.3,5.3,0
42185.75,20.6,0.6,0.5,0.3,5.5,0
42185.79167,20.6,0.5,0.4,0.3,5.7,0
42185.83333,20.5,0.6,0.4,0.3,5.6,0
42185.875,20.5,0.7,0.4,0.3,5.2,0
42185.91667,20.5,0.6,0.4,0.2,5.2,0
42185.95833,20.5,0.7,0.5,0.3,3.9,0
42186,20.4,0.9,0.5,0.4,3.9,0
42186.04167,20.3,0.9,0.6,0.4,4,0
42186.08333,20.3,0.9,0.6,0.4,4.1,0
42186.125,20.3,1,0.7,0.5,4.1,0
42186.16667,20.3,1,0.7,0.5,4.3,0
42186.20833,20.4,1.1,0.7,0.5,4.4,0
42186.25,20.4,1,0.7,0.5,4.5,0
42186.29167,20.4,0.9,0.6,0.4,4.7,0
42186.33333,20.4,1,0.7,0.4,4.8,0
42186.375,20.5,1,0.7,0.4,4.7,0
42186.41667,20.5,1,0.7,0.4,4.9,0
42186.45833,20.7,0.9,0.7,0.4,4.6,0
42186.5,20.7,0.9,0.7,0.4,4.5,0
42186.54167,20.7,0.9,0.6,0.4,4,0
42186.58333,20.7,1,0.8,0.5,3.8,0
42186.625,20.7,1.2,0.8,0.5,3.8,0
42186.66667,20.8,1.2,0.8,0.5,3.8,0
42186.70833,20.7,1.1,0.9,0.6,4,0
42186.75,20.6,1,0.8,0.5,4,0
42186.79167,20.7,1,0.8,0.5,4.2,0
42186.83333,20.8,1.1,0.8,0.5,4.2,0
42186.875,20.7,1,0.7,0.5,4.1,0
42186.91667,20.7,0.7,0.6,0.4,3.9,0
42186.95833,20.8,0.7,0.5,0.4,4.2,0
42187,20.5,0.7,0.5,0.3,4.1,0
42187.04167,20.6,0.6,0.4,0.3,4.3,0
42187.08333,20.6,0.5,0.4,0.3,4.4,0
42187.125,20.6,0.6,0.4,0.3,4.7,0
42187.16667,20.5,0.5,0.4,0.2,4.7,0
42187.20833,20.5,0.5,0.3,0.2,5.2,0
42187.25,20.3,0.5,0.3,0.2,5.3,0
42187.29167,20.3,0.5,0.3,0.2,4.8,0
42187.33333,20.1,0.6,0.4,0.3,5,0
42187.375,20,0.6,0.4,0.2,5.2,0
42187.41667,20.3,0.6,0.4,0.2,4.9,0
42187.45833,20.9,0.5,0.4,0.2,4.6,0
42187.5,20.5,0.6,0.4,0.3,4.1,0
42187.54167,21.1,0.6,0.5,0.3,3.5,0
42187.58333,20.9,0.6,0.4,0.3,3.4,0
42187.625,20.9,0.6,0.4,0.3,3,0
42187.66667,20.8,0.6,0.5,0.3,3,0
42187.70833,20.8,0.8,0.5,0.3,3.1,0
42187.75,20.8,0.9,0.6,0.4,3.3,0
42187.79167,20.8,0.9,0.6,0.4,3.2,0
42187.83333,20.9,0.7,0.5,0.3,3.2,0
42187.91667,20.7,1,0.6,0.4,3.3,0
42187.95833,20.5,0.8,0.6,0.4,3.3,0
42188,20.4,0.6,0.5,0.3,3.2,0
42188.04167,20.3,0.6,0.4,0.3,3.5,0
42188.08333,20.3,0.4,0.3,0.2,3.7,0
42188.125,20.3,0.5,0.4,0.2,3.7,0
42188.16667,20.3,0.5,0.3,0.2,3.8,0
42188.20833,20.2,0.4,0.3,0.2,3.8,0
42188.25,20.3,0.5,0.3,0.2,4.2,0
42188.29167,20.3,0.4,0.3,0.2,3.9,0
42188.33333,20.5,0.5,0.4,0.2,4.4,0
42188.375,20.5,0.4,0.3,0.2,4.3,0
42188.41667,20.5,0.4,0.3,0.2,4.4,0
42188.45833,20.1,0.4,0.3,0.2,4.5,0
42188.5,20.9,0.4,0.3,0.2,5,0
42188.54167,22.3,0.4,0.3,0.2,5.3,0
42188.58333,22,0.4,0.3,0.2,4.9,0
42188.625,21.9,0.4,0.3,0.2,4.5,0
42188.66667,21.4,0.4,0.3,0.2,5.3,0
42188.70833,22.3,0.3,0.3,0.2,5.5,0
42188.75,21.1,0.4,0.3,0.2,6.7,0
42188.79167,20.9,0.4,0.3,0.2,5.3,0
42188.83333,20.9,0.4,0.3,0.2,5.2,0
42188.875,21.4,0.6,0.3,0.2,5.6,0
42188.91667,21.6,0.8,0.5,0.3,7.6,0
42188.95833,21,0.8,0.5,0.3,7.2,0
42189,21.1,0.7,0.5,0.3,7.6,0
42189.04167,21,0.7,0.5,0.3,7.1,0
42189.08333,20.9,0.7,0.5,0.3,6.7,0
42189.125,20.1,0.8,0.6,0.4,6.4,0
42189.16667,19,0.8,0.6,0.4,5.5,0
42189.20833,20.2,0.8,0.5,0.3,5.9,0
42189.25,20.3,0.7,0.5,0.3,5.4,0
42189.29167,20.3,0.8,0.5,0.3,5.4,0
42189.33333,20.4,0.8,0.5,0.3,4.9,0
42189.375,20.3,0.8,0.5,0.3,5.2,0
42189.41667,20.3,0.8,0.6,0.3,5.5,0
42189.45833,20.4,0.7,0.6,0.4,4.6,0
42189.5,20.4,0.9,0.6,0.4,5.1,0
42189.54167,20.6,0.8,0.6,0.4,4.8,0
42189.58333,20.8,0.8,0.5,0.3,5,0
42189.625,20.9,0.8,0.6,0.4,5.7,0
42189.66667,20.7,0.8,0.6,0.3,5.9,0
42189.70833,20.7,0.6,0.5,0.3,5.4,0
42189.75,20.6,0.7,0.5,0.3,6.7,0
42189.79167,20.7,0.8,0.6,0.3,6.7,0
42189.83333,20.7,0.9,0.7,0.4,7.3,0
42189.875,20.6,0.9,0.6,0.4,6.8,0
42189.91667,20.6,0.9,0.8,0.5,7.3,0
42189.95833,20.5,1,0.8,0.5,7,0
42190,20.5,1,0.7,0.5,6.9,0
42190.04167,20.3,1,0.8,0.5,6.8,0
42190.08333,20.3,1,0.8,0.5,6.5,0
42190.125,20.4,1.1,0.8,0.5,6,0
42190.16667,20.3,1.1,0.8,0.5,6.3,0
42190.20833,20.3,1.1,0.8,0.5,6.5,0
42190.25,20.3,1,0.7,0.5,6.1,0
42190.29167,20.3,0.9,0.6,0.4,5.5,0
42190.33333,20.3,0.8,0.6,0.4,5.8,0
42190.375,20.5,0.7,0.5,0.3,5.8,0
42190.41667,20.6,0.7,0.5,0.3,6.1,0
42190.45833,20.7,0.7,0.5,0.3,6.4,0
42190.5,21,0.7,0.5,0.3,6.5,0
42190.54167,21.3,0.7,0.5,0.3,6.3,0
42190.58333,21.5,0.6,0.5,0.3,6.1,0
42190.625,21.7,0.7,0.5,0.3,5.8,0
42190.66667,21.5,0.7,0.5,0.3,6.1,0
42190.70833,21.4,0.6,0.5,0.3,6.2,0
42190.75,20.9,0.6,0.4,0.3,6,0
42190.79167,20.6,0.7,0.5,0.3,6,0
42190.83333,20.7,0.6,0.4,0.3,5.8,0
42190.875,21.1,0.6,0.4,0.3,5.9,0
42190.91667,21,0.6,0.4,0.3,5.6,0
42190.95833,20.9,0.6,0.4,0.3,5.6,0
42191,20.8,0.6,0.4,0.3,5.5,0
42191.04167,21,0.6,0.4,0.3,5.3,0
42191.08333,20.9,0.6,0.5,0.3,5.2,0
42191.125,20.8,0.6,0.4,0.3,4.9,0
42191.16667,20.5,0.5,0.4,0.3,4.6,0
42191.20833,20.4,0.5,0.4,0.3,4.9,0
42191.25,20.3,0.5,0.4,0.2,4.7,0
42191.29167,20.4,0.5,0.4,0.2,4.4,0
42191.33333,20.4,0.5,0.4,0.2,4.3,0
42191.375,20.6,0.5,0.4,0.2,4.7,0
42191.41667,20.6,0.5,0.3,0.2,4.3,0
42191.45833,20.8,0.4,0.3,0.2,4.2,0
42191.5,21.1,0.4,0.3,0.2,4.3,0
42191.54167,21.2,0.4,0.3,0.2,4.3,0
42191.58333,21.1,0.4,0.3,0.2,4.2,0
42191.625,21,0.4,0.3,0.2,4,0
42191.66667,21.5,0.5,0.3,0.2,4.4,0
42191.70833,21.4,0.4,0.3,0.2,4.4,0
42191.75,21.3,0.5,0.4,0.2,4.2,0
42191.79167,21.2,0.5,0.3,0.2,4.2,0
42191.83333,21,0.5,0.4,0.2,4,0
42191.875,21,0.5,0.3,0.2,4,0
42191.91667,20.9,0.5,0.3,0.2,4.1,0
42191.95833,20.8,0.4,0.3,0.2,3.8,0
42192,20.6,0.5,0.3,0.2,3.9,0
42192.04167,20.7,0.4,0.3,0.2,3.8,0
42192.08333,21,0.5,0.3,0.2,3.6,0
42192.125,20.8,0.4,0.3,0.2,3.7,0
42192.16667,20.9,0.5,0.3,0.2,3.8,0
42192.20833,20.8,0.5,0.3,0.2,3.7,0
42192.25,20.8,0.4,0.3,0.2,3.6,0
42192.29167,20.8,0.4,0.3,0.2,3.6,0
42192.33333,20.9,0.4,0.3,0.2,3.8,0
42192.375,21,0.4,0.3,0.2,3.7,0
42192.41667,21,0.4,0.3,0.2,3.8,0
42192.45833,20.9,0.4,0.2,0.2,3.8,0
42192.5,20.9,0.4,0.3,0.2,3.7,0
42192.54167,20.9,0.3,0.3,0.2,3.5,0
42192.58333,20.9,0.4,0.3,0.2,3.6,0
42192.625,20.9,0.4,0.3,0.2,3.2,0
42192.66667,20.6,0.4,0.3,0.2,3.2,0
42192.70833,20.3,0.4,0.3,0.2,3.4,0
42192.75,20.5,0.4,0.3,0.2,3.2,0
42192.79167,20.4,0.5,0.4,0.3,3,0
42192.83333,20.4,0.6,0.4,0.3,3.1,0
42192.875,20.4,0.6,0.4,0.3,3.2,0
42192.91667,20.4,0.7,0.5,0.3,3.3,0
42192.95833,20.3,0.7,0.5,0.3,3.3,0
42193,20.3,1,0.7,0.4,3.6,0
42193.08333,20.1,1.3,1,0.6,4.1,0
42193.125,20.1,1.3,1.1,0.7,4.3,0
42193.16667,19.9,1.4,1,0.6,4.4,0
42193.20833,20.3,1.3,0.9,0.6,4.3,0
42193.25,20.2,1.1,0.9,0.6,4.5,0
42193.29167,20.2,1.1,0.8,0.5,4.6,0
42193.33333,20.1,1,0.8,0.5,4.8,0
42193.375,20.1,1,0.7,0.4,4.9,0
42193.41667,20.5,0.9,0.7,0.4,5,0
42193.45833,20.2,1,0.7,0.5,4.8,0
42193.5,20.2,1.2,0.8,0.5,4.8,0
42193.54167,20.3,1.5,1,0.6,4.7,0
42193.58333,20.3,1.2,0.9,0.6,4.6,0
42193.625,20.2,1.1,0.7,0.5,4.7,0
42193.66667,20.3,1,0.7,0.5,4.6,0
42193.70833,20.4,1,0.7,0.4,4.6,0
42193.75,20.2,1.1,0.7,0.5,4.9,0
42193.79167,20.2,1,0.8,0.5,4.7,0
42193.83333,20.2,1.1,0.8,0.5,4.8,0
42193.875,20.3,0.9,0.7,0.4,4.8,0
42193.91667,20.3,0.9,0.7,0.5,5,0
42193.95833,20.3,1.1,0.7,0.4,5.1,0
42194,20.3,1.1,0.7,0.4,4.9,0
42194.04167,20.2,1.1,0.8,0.5,5.2,0
42194.08333,20.2,1,0.7,0.5,5.3,0
42194.125,20.2,1,0.7,0.5,5.2,0
42194.16667,20.2,1.1,0.8,0.5,5.3,0
42194.20833,20.2,1,0.8,0.5,5.3,0
42194.25,20.3,1.2,0.8,0.5,5.1,0
42194.29167,20.3,1.1,0.8,0.5,5.5,0
42194.33333,20.3,1.3,0.9,0.6,5.8,0
42194.375,20.3,1.3,0.9,0.5,5.6,0
42194.41667,20.3,1.2,0.8,0.5,6.2,0
42194.45833,20.2,1.1,0.8,0.5,6.2,0
42194.5,20.2,1.3,0.9,0.5,6.2,0
42194.54167,20.3,1.1,0.9,0.6,6.4,0
42194.58333,20.3,1.1,0.9,0.6,5.6,0
42194.625,20.4,1.4,1,0.6,6,0
42194.66667,20.4,1.3,0.8,0.5,5.3,0
42194.70833,20.4,1.2,0.9,0.6,5.7,0
42194.75,20.4,1.1,0.8,0.5,5.3,0
42194.79167,20.4,1.1,0.8,0.5,5.7,0
42194.83333,20.3,1,0.8,0.5,5.7,0
42194.875,20.3,0.9,0.7,0.4,5.5,0
42194.91667,20.3,0.9,0.7,0.4,5.7,0
42194.95833,20.4,1,0.7,0.5,5.6,0
42195,20.4,1,0.7,0.5,5.1,0
42195.04167,20.3,1,0.7,0.5,5.1,0
42195.08333,20.3,0.7,0.6,0.4,5.3,0
42195.125,20.3,1,0.7,0.5,5.3,0
42195.16667,20.3,0.9,0.7,0.4,5.1,0
42195.20833,20.3,0.9,0.7,0.4,5.2,0
42195.25,20.3,0.9,0.7,0.4,5.4,0
42195.29167,20.3,0.9,0.7,0.4,5.3,0
42195.33333,20.3,0.7,0.6,0.4,5,0
42195.375,20.4,1,0.6,0.4,4.9,0
42195.41667,20.5,0.9,0.7,0.4,5.1,0
42195.45833,20.7,1,0.7,0.4,5,0
42195.5,20.8,0.9,0.6,0.4,4.8,0
42195.54167,21,0.9,0.6,0.4,4.8,0
42195.58333,21,0.9,0.6,0.4,4.9,0
42195.625,21,0.9,0.6,0.4,4.8,0
42195.70833,20.9,0.7,0.6,0.4,4.6,0
42195.75,20.9,0.8,0.6,0.4,4.5,0
42195.79167,20.9,0.7,0.5,0.3,4.4,0
42195.83333,21.2,0.7,0.5,0.3,4.7,0
42195.875,20.8,0.6,0.5,0.3,4.6,0
42195.91667,21,0.8,0.5,0.3,4.5,0
42195.95833,20.9,0.5,0.5,0.3,4.7,0
42196,21,0.7,0.4,0.3,4.5,0
42196.04167,20.9,0.7,0.5,0.3,4.4,0
42196.08333,20.9,0.8,0.5,0.3,4.4,0
42196.125,21,0.7,0.5,0.3,4.3,0
42196.16667,20.9,0.7,0.5,0.3,4.6,0
42196.20833,20.9,0.7,0.5,0.3,4.4,0
42196.25,20.8,0.7,0.5,0.3,4.5,0
42196.29167,20.8,0.6,0.5,0.3,4.6,0
42196.33333,20.9,0.6,0.5,0.3,4.5,0
42196.375,20.9,0.7,0.5,0.3,4.5,0
42196.41667,21,0.8,0.5,0.3,4.9,0
42196.45833,21.2,0.7,0.5,0.3,4.6,0
42196.5,21.4,0.6,0.5,0.3,4.7,0
42196.54167,21.3,0.6,0.5,0.3,4.7,0
42196.58333,21.5,0.7,0.5,0.3,4.6,0
42196.625,21.7,0.6,0.4,0.3,4.5,0
42196.66667,21.5,0.7,0.4,0.3,4.7,0
42196.70833,21.4,0.5,0.4,0.3,4.6,0
42196.75,21.4,0.6,0.5,0.3,4.7,0
42196.79167,21.5,0.6,0.5,0.3,4.8,0
42196.83333,21.2,0.5,0.4,0.3,4.4,0
42196.875,21.1,0.5,0.4,0.3,4.4,0
42196.91667,21.1,0.5,0.4,0.2,4.6,0
42196.95833,21.3,0.5,0.3,0.2,4.4,0
42197,21.4,0.5,0.3,0.2,4.8,0
42197.04167,21.3,0.4,0.3,0.2,4.6,0
42197.08333,21.5,0.4,0.3,0.2,4.6,0
42197.125,21.4,0.4,0.3,0.2,4.7,0
42197.16667,21.4,0.4,0.3,0.2,4.8,0
42197.20833,21.3,0.4,0.3,0.2,5.1,0
42197.25,21.1,0.4,0.3,0.2,6,0
42197.29167,21.4,0.4,0.3,0.2,5.8,0
42197.33333,21.2,0.5,0.4,0.2,5.8,0
42197.375,21.2,0.4,0.3,0.2,6.3,0
42197.41667,21.4,0.5,0.4,0.2,7.1,0
42197.45833,21.7,0.5,0.4,0.2,6.4,0
42197.5,21.6,0.5,0.4,0.2,5.1,0
42197.54167,21.3,1.8,1.2,0.8,4.5,0
42197.58333,21.3,1.9,1.4,0.9,4.9,0
42197.625,21.2,2.1,1.7,1.1,5.2,0
42197.66667,21.1,2.6,1.8,1.1,5.3,0
42197.70833,21,2.6,2,1.3,5.7,0
42197.75,20.9,2.6,1.9,1.3,5.7,0
42197.79167,21.1,2.5,2.1,1.4,5.8,0
42197.83333,21,2.7,2.2,1.4,5.9,0
42197.875,21.1,3.2,2.4,1.6,5.9,0
42197.91667,20.9,3.3,2.6,1.7,6.2,0
42197.95833,20.7,2.9,2.3,1.4,6,0
42198,20.6,2.9,2.1,1.4,6.3,0
42198.04167,20.8,2.8,2,1.3,6.7,0
42198.08333,20.7,2.8,2,1.3,6,0
42198.125,20.6,2.9,2.2,1.4,6.1,0
42198.16667,20.3,3.3,2.4,1.5,6,0
42198.20833,20,2.4,1.9,1.3,6.3,0
42198.25,19.9,2.8,2,1.3,6.1,0
42198.29167,19.6,2.7,2,1.3,6.1,0
42198.33333,18.9,2.8,2,1.2,6.3,0
42198.375,18.5,2.3,1.7,1.1,6.2,0
42198.41667,17.8,2.2,1.8,1.1,6,0
42198.45833,17.3,2.8,1.7,1.1,5.8,0
42198.5,16.2,2.4,1.7,1.1,5.8,0
42198.54167,15.5,2.5,1.8,1.1,5.6,0
42198.58333,15.4,2.3,1.7,1,5.7,0
42198.625,15.1,2.1,1.7,1,5.5,0
42198.66667,14.8,2.5,1.6,1.1,5.5,0
42198.70833,14.4,1.9,1.4,0.9,5.4,0
42198.75,14.5,1.7,1.3,0.8,5.2,0
42198.79167,15.4,1.5,1.1,0.7,5,0
42198.83333,15.1,1.8,1.2,0.8,5.3,0
42198.875,16.1,1.7,1.2,0.8,5.2,0
42198.91667,16.2,1.8,1.1,0.7,5,0
42198.95833,16.1,1.6,1,0.6,4.9,0
42199,16.5,1.3,1.1,0.7,5,0
